,c_name,c_type,definition,relation,sub_name,link
1343,Human Capital to Information Association,Capability,Ability to manage human capital information by utilizing information management capabilities and incorporating other related information. ,is part of,Human Capital Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=132691
1344,Human Capital to Information Association,Capability,Ability to manage human capital information by utilizing information management capabilities and incorporating other related information. ,served by,Employee Data Management,https://bian.org/servicelandscape-12-0-0/object_22.html?object=40855
1345,Human Capital to Risk Association,Capability,Ability to manage human capital risk by utilizing risk management capabilities and incorporating other related risks. ,is part of,Human Capital Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=132691
1346,Human Capital to Business Direction Association,Capability,Ability to align the management of human capital with business direction. ,is part of,Human Capital Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=132691
1347,Human Capital to Business Entity Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of human capital with business entities. ",is part of,Human Capital Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=132691
1348,Human Capital Performance Determination,Capability,Ability to define and evaluate the effectiveness and contribution of personnel to the success of the business.,is part of,Human Capital Performance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216521
1349,Time and Attendance Management,Capability,Ability to collect and track working hours/days of human capital; including paid and unpaid time off.,is part of,Human Capital Performance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216521
1350,Human Capital Role Alignment,Capability,"Ability to ensure that personnel are aligned to the appropriate positions and roles based on knowledge, skills and enterprise need.",is part of,Human Capital Performance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216521
1351,Human Capital Goal Management,Capability,Ability to administer the specific objectives and targets of a personnel.,is part of,Human Capital Performance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216521
1352,Human Capital Knowledge and Skills Development,Capability,Ability to assess and develop the knowledge and skills required by personnel.,is part of,Human Capital Performance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216521
1353,Human Capital Off-boarding,Capability,Ability to terminate the agreement/arrangement and perform exit interviewing/analysis with personnel.,is part of,Human Capital Termination,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216525
1354,Succession Planning,Capability,Ability to plan for the discontinuance of a human resources.,is part of,Human Capital Termination,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216525
1355,Candidate Sourcing Management,Capability,Ability to find potential human capital to fulfill business needs.,is part of,Human Capital Acquisition,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216531
1356,Candidate Suitability Determination,Capability,Ability to assess and evaluate the suitability of a human resource.,is part of,Human Capital Acquisition,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216531
1357,Human Resource Onboarding,Capability,Ability to formally engage (contract) human resource.,is part of,Human Capital Acquisition,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216531
1358,Benefit Policy Management,Capability,Ability to manage the guidelines associated with required benefits of the personnel.,is part of,Human Capital to Policy Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216547
1359,Human Capital Equal Opportunity Policy Management,Capability,Ability to manage the guidelines associated with required equal opportunity rights of personnel.,is part of,Human Capital to Policy Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216547
1360,Employee Policy Management,Capability,"Ability to manage the guidelines associated with acceptable expectation and limitation/allowance of personnel; dress code, social media, location, visitor, sollicitation, etc.",is part of,Human Capital to Policy Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216547
1361,Termination Policy Management,Capability,Ability to manage the guidelines associated with required employment removal rights of personnel.,is part of,Human Capital to Policy Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216547
1362,Recognition Management,Capability,Ability to administer ad-hoc acknowledgments and appreciations that may be monetary or non-monetary. ,is part of,Human Capital Compensation And Benefits Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216568
1363,Benefit Management,Capability,"Ability to determine, administer and pay human capital benefits including, but not limited to, medical, dental, disability, insurance, leave and vision care.",is part of,Human Capital Compensation And Benefits Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216568
1364,Post Employment Compensation Management,Capability,"Ability to administer and otherwise manage post-employment compensation including, severance, retirement plans, pension plans.  ",is part of,Human Capital Compensation And Benefits Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216568
1365,Compensation and Benefits Competitive Alignment,Capability,"Ability to research, compare and ensure that the total rewards offered to human capital are competitive within the marketplace.",is part of,Human Capital Compensation And Benefits Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216568
1366,Salary Management,Capability,"Ability to determine, pay and adminsiter the regular remuneration paid to human resources.",is part of,Human Capital Compensation And Benefits Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216568
1367,Commission Management,Capability,"Ability to determine, administer, and pay the activity based remuneration paid to human resources.",is part of,Human Capital Compensation And Benefits Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216568
